date,conc_silica,starch_flow_mean,starch_flow_std,starch_flow_min,starch_flow_max,amina_flow_mean,amina_flow_std,amina_flow_min,amina_flow_max,pulp_flow_mean,pulp_flow_std,pulp_flow_min,pulp_flow_max,pulp_ph_mean,pulp_ph_std,pulp_ph_min,pulp_ph_max,pulp_density_mean,pulp_density_std,pulp_density_min,pulp_density_max,air_col1_mean,air_col1_std,air_col1_min,air_col1_max,air_col2_mean,air_col2_std,air_col2_min,air_col2_max,air_col3_mean,air_col3_std,air_col3_min,air_col3_max,air_col4_mean,air_col4_std,air_col4_min,air_col4_max,air_col5_mean,air_col5_std,air_col5_min,air_col5_max,air_col6_mean,air_col6_std,air_col6_min,air_col6_max,air_col7_mean,air_col7_std,air_col7_min,air_col7_max,level_col1_mean,level_col1_std,level_col1_min,level_col1_max,level_col2_mean,level_col2_std,level_col2_min,level_col2_max,level_col3_mean,level_col3_std,level_col3_min,level_col3_max,level_col4_mean,level_col4_std,level_col4_min,level_col4_max,level_col5_mean,level_col5_std,level_col5_min,level_col5_max,level_col6_mean,level_col6_std,level_col6_min,level_col6_max,level_col7_mean,level_col7_std,level_col7_min,level_col7_max,feed_iron,feed_silica,conc_iron
2017-03-29 22:00:00,2.92,2004.4946666666665,111.08810467070543,1803.7,2267.4,531.8905888888888,20.476716216338787,399.103,551.134,399.0811444444444,4.798701806499589,379.636,416.404,9.644040166666667,0.014718283483039073,9.62158,9.67891,1.7294534444444445,0.004872212891549627,1.71964,1.73791,199.89428333333333,0.3763511862119208,198.517,201.02,196.64898888888888,9.392903873300332,176.401,252.679,199.91226111111112,1.2311968667667155,198.059,202.807,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.03428888888888,0.320703198885348,248.607,250.646,249.88996111111112,1.1181786485617233,247.673,252.686,855.3747351973683,0.04713505597780629,855.2937730263,855.4556973684,816.5100877505572,3.9126401671599367,812.781,828.635,877.3259085218383,12.236040491726028,793.745,886.5,580.109686111111,73.83884691049042,401.575,680.186,596.8278444444445,32.25938655843453,538.02,675.052,549.9751944444445,14.92410710133225,512.195,617.835,544.4861444444444,53.26734609435983,453.518,652.727,59.54,9.56,64.69
2017-03-29 23:00:00,2.0,1813.1381416666668,456.91774718151606,16.3298,2835.95,530.9814333333333,4.536866606422296,520.02,543.628,400.0637055555556,3.267998416500256,388.686,407.227,9.593710055555555,0.014661453146834093,9.57042,9.63231,1.7233463333333332,0.00259560649417942,1.71821,1.72902,199.89603888888888,0.33721159187827787,199.1,201.014,195.3250611111111,2.3841733659074924,189.389,204.162,199.96851111111113,1.3423303404499958,198.06,202.945,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.9946833333333,0.2673732242791919,249.188,250.488,250.08856111111112,1.0375710686509958,246.329,252.68,855.21190625,0.047135055977822866,855.1309440789,855.2928684211,819.4079705882366,0.9582426267736237,817.7620320856,821.0539090909,882.8539347501677,2.4298536905353934,873.533,886.729,581.9788611111112,50.40220592971578,481.69,675.56,599.2339388888888,21.234048756513914,557.521,668.395,551.2483722222222,15.846689935118398,495.105,604.936,548.528461111111,41.32479901572202,480.392,653.057,59.54,9.56,65.85
2017-03-30 00:00:00,1.69,1975.2302222222222,187.4640879812235,1676.2,2491.44,537.1195277777778,7.78526903151594,516.968,553.858,399.8876333333334,2.8946960935032577,392.259,409.863,9.6239815,0.01575021849542381,9.59115,9.65076,1.7318174444444445,0.007938376564696708,1.7193,1.74377,199.93428333333335,0.6623488445671466,198.047,203.539,195.53925555555554,2.382840983406908,187.67,203.906,199.82402777777776,1.2588504795845794,197.439,202.49,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.05189444444446,0.23365159320675397,249.218,250.659,250.15265555555558,1.1391740824792376,247.655,252.905,856.8377272399755,1.3704511323300195,855.083,858.613,822.3529461722494,0.7016153887215155,821.0722994652,823.555,880.3890178492067,5.4536997070359865,865.503,886.72,549.4150111111111,103.03229123345615,307.89,679.345,556.7068555555555,80.22553116328332,373.658,674.817,526.5955388888889,43.903035681473874,409.176,618.051,522.5835361111111,71.81731497186621,347.16,653.927,59.54,9.56,66.36
2017-03-30 01:00:00,3.8,2046.8209111111112,425.8992414681784,303.648,3424.7,489.644648,75.66374479604809,313.984,550.57,401.3629680973622,4.081230146592306,388.916,409.277,9.695170555555555,0.020325586943697304,9.65306,9.73407,1.6754962046205555,0.07164798693587378,1.53276,1.74259,199.82095,0.8162579576040495,198.252,203.184,195.45515000000003,2.6157652895472046,186.987,203.809,199.81423333333333,1.1062727097691083,197.901,202.085,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.16744444444444,1.8498728968030624,241.905,250.686,250.0691388888889,0.9715201862144871,247.789,252.621,854.9508500992072,6.605681547836302,802.283,857.5985840336,817.0954605263155,2.5024429718905314,812.7971052632,821.3938157895,884.0660962614371,2.2240423867549026,875.9344705882,886.37712,476.65990555555555,77.92688891803363,326.563,645.776,472.9971,52.020144828506275,404.614,647.168,469.9435916666667,57.19826773594584,403.146,681.802,463.86876666666666,41.57286293033695,387.479,576.697,60.44,9.19,63.39
2017-03-30 02:00:00,3.8,1907.9873333333333,113.62953204438377,1711.16,2170.05,335.45281666666665,9.520399167716873,319.0999733333,351.80566,410.85341137123777,1.903686456127859,407.5835183946,414.1233043478,9.413613277777777,0.12092047185558351,9.29451,9.66968,1.5356547194716668,0.0012312757068200359,1.533539802,1.537769637,199.74716111111113,1.1248934011017797,197.195,204.507,195.34129444444443,2.326150385664844,188.646,200.931,199.97769444444444,1.176317861202272,198.193,202.14,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.72483333333335,0.6158908114431589,247.62,250.48,250.22058888888887,1.553872749867534,244.116,254.412,855.04080625,2.6596498393526953,842.5517916667,861.652,797.8465614164089,3.5035228132670775,784.074,812.7490789474,868.1314825163406,40.58178210810688,646.43,886.358,453.3739611111111,96.96157414337708,223.938,671.2,448.1490166666667,88.85728913681051,175.79,667.565,509.63312499999995,99.62211219196598,259.277,691.409,236.23322249725,73.15787320363806,202.842970297,500.379,60.44,9.19,63.39
2017-03-30 03:00:00,3.8,1862.9609444444443,80.08699103239309,1684.5,1999.42,427.1620575555556,76.83490928973781,304.105,533.462,408.517728864735,8.097289170143796,392.31,417.448,9.366648277777777,0.07539020511065272,9.28054,9.49144,1.61927179813,0.08332191178889595,1.5377932673,1.71967,199.89874444444442,1.2995512423653044,197.534,204.283,195.41879444444444,2.815536228429723,186.735,201.387,200.05266111111112,1.1075239592292871,198.227,202.285,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.99217777777775,0.27735577369460723,249.115,250.488,250.2975888888889,2.7991922913002396,244.781,256.369,847.3449033333333,7.380702926621266,788.173,852.5398,705.2179206011356,177.8938358316153,226.714,807.125,786.5875883838384,206.8176279124942,169.291,885.2909090909,460.60055277777775,91.47922610226144,191.498,678.841,452.6867833333333,85.71919082188293,182.146,665.008,512.2641111111111,90.49093598286115,309.14,696.689,265.33977194719614,139.28966322849072,182.582,623.607,60.44,9.19,63.39
2017-03-30 04:00:00,2.77,1914.4663333333333,200.44159030757024,1502.06,2202.78,443.3788083333334,63.05044482927278,270.249,512.947,399.5414388888889,5.608410507793316,380.859,417.769,9.159319777777778,0.05994236902575496,9.1089,9.31975,1.59228360512,0.05524268966072339,1.52128,1.69594,200.32649999999998,1.6534522391839797,197.999,207.642,195.58983333333333,4.755226152980076,177.592,219.868,200.08975555555557,0.9948607865454548,197.754,203.247,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,252.16852777777777,5.478260991486628,242.44,267.131,250.09882777777776,2.4243687650028174,245.274,255.265,851.3070682539684,9.315419845229936,774.255,860.785,809.8259544621527,15.263385470816695,717.07,825.704,871.5477895648794,30.428303621152605,727.259,886.32,468.6151444444444,62.95495699424009,282.51,626.563,456.3483138888889,87.7592773407433,184.248,632.882,469.2859555555555,49.518914584748785,333.267,687.593,463.9387777777778,94.21024491780275,184.287,635.874,60.44,9.19,63.9
2017-03-30 05:00:00,1.64,2160.1855,75.00391213837739,1976.56,2296.53,460.26864166666667,82.28674339772546,269.337,516.474,400.94875277777777,4.876726235806791,393.128,416.102,9.168991555555555,0.03514972417101824,9.11922,9.20796,1.633405033768889,0.06851226537115494,1.5314378431,1.69522,200.09868333333333,0.9436999717029602,197.851,204.505,195.9007388888889,2.0252866528993283,191.167,201.583,199.94966666666667,1.1847449905939391,197.974,202.368,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.2111111111111,1.9050348957606555,246.01,256.509,250.52921666666666,2.4462160501408117,245.268,255.147,857.1620713419923,6.866046270019955,806.975,862.229,812.0141108911216,8.101435936681261,797.4400819672,827.428,872.1647081623934,20.794091877212743,740.33,885.942,477.1947,76.338416844456,358.496,674.522,474.4390388888889,92.79226918296473,184.015,672.938,488.60870000000006,79.22628865535313,421.773,686.47,476.5070388888889,74.17756853601148,255.849,642.542,60.44,9.19,65.68
2017-03-30 06:00:00,2.37,2051.3375805555556,496.87253701477306,145.403,3980.23,456.69877777777776,48.44805494059318,253.387,510.212,400.2197111111111,3.4054801555010052,393.1,410.211,9.187347666666668,0.023931691316617095,9.16037,9.24333,1.616193560185,0.051768149436020455,1.5291983333,1.68188,199.9087777777778,1.1223294985938905,198.13,205.005,195.35492222222223,5.670024899894635,179.192,230.493,199.86958333333334,1.3351810660169965,197.393,203.197,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.05687777777777,1.8365887970798647,244.775,254.949,250.11977222222222,2.2156743070628067,245.701,254.843,832.9326234696372,11.433429311978852,767.707,849.9957402597,777.4752811786699,12.412039929571188,737.259,805.3689873418,883.2873527777778,13.626731532671544,767.133,886.822,466.9506222222222,47.83048521300232,406.773,678.04,464.4098305555555,48.664230595452544,429.887,675.538,459.1286611111111,34.24414341366873,413.723,662.632,458.21777777777777,28.815960966443807,410.791,577.414,60.44,9.19,66.04
2017-03-30 07:00:00,2.04,1500.9766966666668,734.2643190511517,12.2951,2455.75,439.13075000000003,45.103548298551466,311.035,482.788,400.21505,4.05626764746859,391.15,416.328,9.223457722222221,0.046651640038122874,9.10176,9.27624,1.5874528842594446,0.04789350152298859,1.52594,1.65365,200.1987333333333,1.2271483662740879,198.002,204.93,195.43670555555556,2.2572988497705917,190.088,201.963,200.03832222222223,1.464965893383581,197.343,203.005,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.9951388888889,0.6474381984603642,246.102,250.91,250.1535388888889,2.1061021408111973,245.874,255.104,844.6601507034694,18.207761467311354,695.444,854.3999803922,816.5333557983456,7.3635078256715225,785.485,822.9439695817,867.2289946666673,23.914947523199853,720.924,882.385,477.6099972222222,76.68659238172395,327.237,678.906,471.7020527777778,112.58052021684962,181.99,670.27,502.3994444444444,101.50283389607104,252.307,696.579,469.781425,118.634454785291,180.48,641.853,61.11,8.24,66.34
2017-03-30 08:00:00,1.8,1323.200974722224,876.0702239793559,83.9175,3627.81,288.36588168021666,48.29687296103631,244.1060195122,396.932,400.98645,2.9885842639139635,393.086,412.897,8.885341055555555,0.1068977527643469,8.7547931034,9.09927,1.5209662378277777,0.0010404432860892181,1.520697191,1.53102,200.27654444444443,1.8430003419922376,197.142,203.687,195.51775555555557,2.315902605564531,189.185,203.247,199.79943333333333,1.3750216010492173,197.594,202.734,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.6458166666667,2.7001531996160195,243.831,255.539,250.41865555555555,1.8916800470080288,246.064,254.663,857.4302516339873,1.7446882732925806,854.4334640523,860.4270392157,823.2531492395449,0.1780111680598518,822.9473859316,823.5589125475,883.8405382698412,1.4170673419317086,877.73,886.767,451.7732277777778,13.929922324427643,401.171,482.428,448.8261,14.683776054890236,416.065,490.823,452.2909222222222,14.219709855471923,409.773,489.926,448.0083111111111,21.3929642050392,372.341,505.237,61.11,8.24,66.27
2017-03-30 09:00:00,2.7,1759.9622816239316,679.1727666411673,145.4116538462,3363.16,252.18134609756115,15.373208032147748,243.121,304.21,399.77116944444447,3.629746826604877,392.045,413.903,8.822432277777779,0.10149418592908759,8.75408,9.06604,1.5205664526488891,7.527302708052193e-05,1.5204371589,1.5206957464,199.9888388888889,1.7967835699832921,197.327,203.906,195.44252777777777,2.3761090381620247,189.207,202.588,199.92752777777778,1.4414514737511523,197.559,204.126,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.1529833333333,0.8319875742720071,244.995,254.437,249.7246,2.0819320866464013,246.105,254.532,846.5223221086877,7.273952979221719,838.781,861.532,823.8680922053238,0.1780111680603126,823.5623288973,824.1738555133,882.7121281746033,6.418961271905496,837.605,886.785,449.6583944444444,32.03135174722039,330.905,588.488,451.4678222222222,25.5007840782414,379.83,599.226,453.66341111111115,32.04381468734511,180.943,510.205,454.5748277777778,32.13059056792945,348.727,572.551,61.11,8.24,65.69
2017-03-30 10:00:00,3.1,1173.1069374919045,877.9864723905521,0.0132302,3587.89,298.18609722222277,21.889245772742026,277.549,338.211,396.65801748826334,3.5748916096674725,392.684,415.939,9.047964111111112,0.025677358998293896,9.00986,9.08838,1.5203064205455556,7.527302655474788e-05,1.5201771268,1.5204357143,199.92223333333334,1.6677373729851444,197.585,204.646,195.4629888888889,2.632872047356828,186.328,201.564,199.94052222222223,1.397861313185276,197.614,203.155,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.8157611111111,2.7402232595986824,243.934,255.918,249.84811111111108,1.628704228043173,246.093,254.144,852.0053133215968,1.8857961337380127,847.8266760563,854.279,823.0090740743943,2.064370359617779,810.606,825.61,746.0340204678361,267.3916923086031,133.3738947368,880.858,480.18951666666663,67.24125617211746,293.365,657.237,386.7749956521739,169.28661532067468,174.621,672.576,604.1994055555562,105.35742585445621,419.446,692.224,426.45998176100613,146.05377545378676,205.3846981132,627.236,61.11,8.24,64.61
2017-03-30 11:00:00,2.8,1963.7728545991667,778.1236114046496,0.5614819625,2546.09,378.6719222222222,59.847278187710025,290.435,465.349,402.3197130672928,4.534516284009491,393.911,413.067,9.154283555555557,0.15379554838644996,8.99996,9.46659,1.5558320000888888,0.04143900725226683,1.52005,1.63686,199.88421111111114,0.8703628986203553,197.754,202.724,195.4361,2.5546541077131835,189.273,202.7,199.93833333333333,1.377097830858131,197.576,202.808,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,249.70102777777777,2.6671208786530602,243.706,256.727,250.18269444444445,1.4745429065338191,246.999,254.266,850.9109839025505,4.4808463918007275,820.801,860.217,817.8422693802644,12.805787534834574,761.208,827.771,642.8743069131167,320.93644543445976,130.862,883.297,464.40485277777776,88.61154669856006,171.822,638.496,382.08634879227054,152.5719819597661,170.552,660.795,536.6103,111.41884394678652,320.056,694.634,361.87830712788275,150.22384826929556,178.926,625.62,61.11,8.24,65.03
2017-03-30 12:00:00,2.63,1031.1084371624122,759.7691800232851,0.941536,3973.8,400.23897434052833,59.97136924395795,292.0693093525,486.339,392.43345833333336,6.432565168309828,380.664125,406.641,9.478613388888888,0.029932510271155198,9.42344,9.51904,1.544435888888889,0.04091535069712993,1.52205,1.66212,199.91555555555558,0.3448010230548858,199.072,200.774,195.4184,2.4666818360799865,188.306,201.05,199.94685555555557,1.4206670088268254,198.033,203.247,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.0291,0.458402339684192,248.291,251.081,250.02705555555556,1.2190782153825752,246.154,253.125,849.0679400172032,3.0870265070059517,819.49,851.9768888889,815.4537829805,8.731614445283778,797.348,825.579,879.94164997412,0.17328263517050513,879.6476304348,880.4490714286,378.69820489418004,162.06878292224619,168.103,676.807,436.1649527777778,165.68601461345168,175.657,667.626,620.5021603864733,105.05536125589934,328.369,698.396,498.26129444444445,63.37365382486585,379.023,628.776,61.11,8.24,64.99
2017-03-30 13:00:00,2.63,1852.9255778898123,1034.3917823979855,0.0741382,3577.63,387.0631645483611,100.64819857797085,252.713,494.885,401.7326888888889,6.158089777317628,380.523,415.914,9.497654666666666,0.07340043806971995,9.42541,9.64052,1.586232638888889,0.057507313583384324,1.52101,1.67305,199.9584,1.0929629484588723,197.982,204.074,195.99975,7.423441063126958,177.979,254.432,199.95277222222225,1.421506156264087,197.903,203.673,295.096,0.0,295.096,295.096,306.4,0.0,306.4,306.4,250.05186666666668,0.29453670465846304,249.078,250.756,250.1589,1.5737740359407162,246.816,254.004,851.3322413580245,7.059857929626183,832.312,857.446,820.9548021954366,6.349635034680359,787.328,828.102,764.6800032004838,174.69497250979305,179.532,879.6443586957,363.01654013506055,201.39698577264053,182.931,667.023,555.74849102358,162.740403770129,177.0896666667,632.9434308682,647.2393899804034,24.05833268314745,605.8657358491,682.1699130435,436.01284912698395,106.6712468404436,199.993,582.754,61.11,8.24,64.99
